stock,trades,total_return,ann_return,sharpe,max_drawdown
002649.SZ,19,-0.31614592374988604,-0.0525789559884321,-0.28660332460118476,-0.5071126950259469
881353.SH,11,-0.08805436460806926,-0.013015556585254329,-0.9827756035168761,-0.11655213585496273
300553.SZ,22,0.7494802416028574,0.08274239754672896,0.3037523723240456,-0.2852201131746353
880785.SH,1,0.01743132395158531,0.003216702027329932,-3.066088533567107,0.0
600295.SH,32,0.00497746786490616,0.0007063501089141777,-0.06948693711247439,-0.6036106636139073
002571.SZ,17,2.281145416883584,0.18522717578185222,0.5487173223922032,-0.35126077336359857
301090.SZ,6,-0.2749828062029066,-0.09103195911276396,-0.8897141276510736,-0.3363950185524529
600732.SH,21,-0.4754543021131923,-0.0878165409065893,-0.4727395385038596,-0.6779005810672021
510210.SH,16,-0.08660346326060231,-0.012792520639636429,-0.39444801946124625,-0.2313705896402029
160311.SZ,17,-0.13258687342412656,-0.020025031200406773,-0.33563184071471036,-0.38680931863411766
605365.SH,13,0.5170611981050917,0.12205466226543438,0.36675958334644665,-0.3644865207058515
881449.SH,20,-0.044920191005713095,-0.0065111487178559635,-0.6850831510227018,-0.09244198183839643
515860.SH,11,-0.1616599676242485,-0.032689032367105186,-0.41334640423737357,-0.31056728489073887
881208.SH,7,0.09897644392648486,0.013504683869570044,-0.2694097263134975,-0.020342917650892037
000517.SZ,4,-0.2970353316279456,-0.048860199832571616,-0.5388565167374461,-0.40813606944536784
515080.SH,6,0.06224585793086024,0.011875327649742529,-0.14518772382477063,-0.1704947853628667
118030.SH,0,0.0,0.0,0.0,0.0
159526.SZ,2,0.16263317823622336,0.1691399922491712,1.2743069673058078,-0.11423125898205438
127105.SZ,0,0.0,0.0,0.0,0.0
123121.SZ,0,0.0,0.0,0.0,0.0
159975.SZ,6,-0.11177136117164899,-0.022958306573829246,-0.5953977008191116,-0.22595332342976052
399812.SZ,2,-0.005576469851770183,-0.0007944971101622178,-4.668534252835191,-0.007669104376010655
508019.SH,4,-0.14702290404489338,-0.08686363240076644,-1.8125402069531624,-0.16866076649372294
300508.SZ,25,0.435863696059126,0.05276348312359458,0.17189461660950822,-0.31240688603634365
600161.SH,24,-0.20938915980393014,-0.0328424069844232,-0.28624833062243515,-0.32417672398982106
300390.SZ,30,0.8655933557902125,0.09284103685411105,0.24577969741205094,-0.624108622374542
301577.SZ,6,0.04443698888264613,0.037196601257135864,0.16183340706286087,-0.08784041440830095
880774.SH,0,0.0,0.0,0.0,0.0
880467.SH,3,-0.00032456559827387377,-4.6137574565618955e-05,-0.8632224440697546,-0.026609065286697858
301221.SZ,10,0.200080845188656,0.05853266919774103,0.2479562405945853,-0.17590857176809213
002251.SZ,18,-0.6871882165264527,-0.15458349203491073,-0.8478950834703317,-0.7639719325269052
002996.SZ,10,-0.022404395809958344,-0.005053836709662751,-0.13912249515437064,-0.36456681866481666
501081.SH,16,0.28201928151045963,0.047180798842692884,0.16852040553183456,-0.3856449342724948
002137.SZ,15,0.30798974207848273,0.038943479175252094,0.06181321518488178,-0.49229521492295214
000060.SZ,12,0.45018662177506186,0.054249728094922345,0.20075305939883226,-0.2832917569759676
159361.SZ,1,-0.005012531328320802,-0.011987892630136554,-0.40306925315849457,-0.05756578947368421
160723.SZ,16,-0.23639106353965833,-0.0377118386871691,-0.29859058064023575,-0.4708704238296624
688041.SH,5,0.08654719263187705,0.03306562161935256,0.23513199932295487,-0.051210210180600194
603863.SH,15,2.4869445746667167,0.24991050021080063,0.9677594507421011,-0.27984084880636617
000553.SZ,17,-0.6826883962453416,-0.15053554346206344,-0.794878778029014,-0.7387254496498593
002683.SZ,28,0.6679683056684862,0.07586831502557145,0.2496830620286818,-0.4564768586326614
159837.SZ,8,0.073184484274611,0.017499160353355414,-0.02434381876217157,-0.1464977486682644
900910.SH,6,-0.45885352135679314,-0.08357799304026381,-0.7198748210365217,-0.5006767780281361
001872.SZ,13,-0.25215456857915997,-0.04361285474616039,-0.4496647672090395,-0.38877507799655403
600727.SH,14,-0.17490768328250095,-0.027198415941161236,-0.22398400145016314,-0.41276038570788703
159813.SZ,11,-0.36136394120435256,-0.09030101502130872,-0.437260164120334,-0.5109898248776717
603916.SH,24,-0.3354275910243141,-0.056422477534531223,-0.31933066206031335,-0.5233889574224528
002098.SZ,13,0.36321509906256244,0.049883326138833395,0.1444061377580826,-0.3147251090269999
517110.SH,6,0.11326482100122504,0.03186470858389323,0.08471878258482508,-0.23016194099276988
600635.SH,9,0.09320291994943841,0.012746192064037043,-0.03321236743749486,-0.35920265735973445
002062.SZ,13,-0.15683866513173006,-0.023982405799035766,-0.19940680105616004,-0.4930855141945522
600501.SH,24,1.3886293691703742,0.13174095692730203,0.34426202545590356,-0.434352498111413
300499.SZ,28,1.2698027246679864,0.12356265388547927,0.27002950020560157,-0.5462453661439313
301192.SZ,10,0.15099341497112317,0.055680874309602,0.17493313590075898,-0.22394566881065195
118008.SH,0,0.0,0.0,0.0,0.0
600392.SH,29,-0.47544743128460887,-0.08762566858420306,-0.4529462110681879,-0.6485200431110512
159958.SZ,20,-0.10294914550834189,-0.015435298435785172,-0.2568896857798742,-0.39960761219668706
300958.SZ,10,-0.05922200967520741,-0.015450371228823423,-0.14595126282702564,-0.34369079196665414
160926.SZ,7,-0.1093395432357801,-0.02809351576323804,-0.6442061089433402,-0.24247343570122382
